G10622	Dolichyl_phosphate	C20H37O4P(C5H8)n
C00110	Dolichyl_phosphate	C20H37O4P(C5H8)n
C00111	Glycerone_phosphate	C3H7O6P
C00112	CDP	C9H15N3O11P2
C00113	PQQ	C14H6N2O8
D07690	Choline	C5H14NO
C00114	Choline	C5H14NO
D00028	Glycerol	C3H8O3
C00116	Glycerol	C3H8O3
C00117	D-Ribose_5-phosphate	C5H11O8P
C00118	D-Glyceraldehyde_3-phosphate	C3H7O6P
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	C5H13O14P3
D00029	Biotin	C10H16N2O3S
C00120	Biotin	C10H16N2O3S
C00121	D-Ribose	C5H10O5
D02308	Fumarate	C4H4O4
C00122	Fumarate	C4H4O4
D00030	L-Leucine	C6H13NO2
C00123	L-Leucine	C6H13NO2
C00124	D-Galactose	C6H12O6
C00125	Ferricytochrome_c	C42H44FeN8O8S2R4
C00126	Ferrocytochrome_c	C42H44FeN8O8S2R4
D00031	Glutathione_disulfide	C20H32N6O12S2
C00127	Glutathione_disulfide	C20H32N6O12S2
G10616	CMP-N-acetylneuraminate	C20H31N4O16P
C00128	CMP-N-acetylneuraminate	C20H31N4O16P
C00129	Isopentenyl_diphosphate	C5H12O7P2
C00130	IMP	C10H13N4O8P
C00131	dATP	C10H16N5O12P3
D02309	Methanol	CH4O
C00132	Methanol	CH4O
C00133	D-Alanine	C3H7NO2
C00134	Putrescine	C4H12N2
D00032	L-Histidine	C6H9N3O2
C00135	L-Histidine	C6H9N3O2
C00136	Butanoyl-CoA	C25H42N7O17P3S
D08079	myo-Inositol	C6H12O6
C00137	myo-Inositol	C6H12O6
C00138	Reduced_ferredoxin	NA
C00139	Oxidized_ferredoxin	NA
C00140	N-Acetyl-D-glucosamine	C8H15NO6
C00141	3-Methyl-2-oxobutanoic_acid	C5H8O3
C00143	5,10-Methylenetetrahydrofolate	C20H23N7O6
C00144	GMP	C10H14N5O8P
C00145	Thiol	HSR
D00033	Phenol	C6H6O
C00146	Phenol	C6H6O
D00034	Adenine	C5H5N5
C00147	Adenine	C5H5N5
D00035	L-Proline	C5H9NO2
C00148	L-Proline	C5H9NO2
C00149	(S)-Malate	C4H6O5
C00150	Molybdenum	Mo
C00151	L-Amino_acid	C2H4NO2R
C00152	L-Asparagine	C4H8N2O3
D00036	Nicotinamide	C6H6N2O
C00153	Nicotinamide	C6H6N2O
C00154	Palmitoyl-CoA	C37H66N7O17P3S
C00155	L-Homocysteine	C4H9NO2S
C00156	4-Hydroxybenzoate	C7H6O3
C00157	Phosphatidylcholine	C10H18NO8PR2
D00037	Citrate	C6H8O7
C00158	Citrate	C6H8O7
C00159	D-Mannose	C6H12O6
C00160	Glycolate	C2H4O3
C00161	2-Oxo_acid	C2HO3R
C00162	Fatty_acid	CHO2R
D02310	Propanoate	C3H6O2
C00163	Propanoate	C3H6O2
C00164	Acetoacetate	C4H6O3
C00165	Diacylglycerol	C5H6O5R2
C00166	Phenylpyruvate	C9H8O3
G10612	UDP-glucuronate	C15H22N2O18P2
C00167	UDP-glucuronate	C15H22N2O18P2
C00168	Hydroxypyruvate	C3H4O4
C00169	Carbamoyl_phosphate	CH4NO5P
C00170	5'-Methylthioadenosine	C11H15N5O3S
C00171	5'-Phosphomononucleotide	C5H10O7PR
C00172	3'-Phosphooligonucleotide	C10H19O16P3R2(C5H8O6PR)n
C00173	Acyl-[acyl-carrier_protein]	C3H4OSR2
C00174	Acid	NA
C00175	Cobalt_ion	Co
C00176	Flavin	C12H9N4O2R
C00177	Cyanide	CN
C00178	Thymine	C5H6N2O2
C00179	Agmatine	C5H14N4
D00038	Benzoate	C7H6O2
C00180	Benzoate	C7H6O2
D06346	D-Xylose	C5H10O5
C00181	D-Xylose	C5H10O5
C00182	Glycogen	C24H42O21
D00039	L-Valine	C5H11NO2
C00183	L-Valine	C5H11NO2
D07841	Glycerone	C3H6O3
C00184	Glycerone	C3H6O3
G00289	Cellobiose	C12H22O11
C00185	Cellobiose	C12H22O11
C00186	(S)-Lactate	C3H6O3
D00040	Cholesterol	C27H46O
C00187	Cholesterol	C27H46O
D00041	L-Threonine	C4H9NO3
C00188	L-Threonine	C4H9NO3
D05074	Ethanolamine	C2H7NO
C00189	Ethanolamine	C2H7NO
G10613	UDP-D-xylose	C14H22N2O16P2
C00190	UDP-D-xylose	C14H22N2O16P2
C00191	D-Glucuronate	C6H10O7
C00192	Hydroxylamine	NH3O
C00193	Aromatic_aldehyde	C7H6O
D00042	Cobamide_coenzyme	C72H100CoN18O17P
C00194	Cobamide_coenzyme	C72H100CoN18O17P
C00195	N-Acylsphingosine	C19H36NO3R
C00196	2,3-Dihydroxybenzoate	C7H6O4
C00197	3-Phospho-D-glycerate	C3H7O7P
D04332	D-Glucono-1,5-lactone	C6H10O6
C00198	D-Glucono-1,5-lactone	C6H10O6
C00199	D-Ribulose_5-phosphate	C5H11O8P
C00200	Phenazine_methosulfate	C13H11N2
C00201	Nucleoside_triphosphate	C5H12O13P3R
D00043	Isoflurophate	C6H14FO3P
C00202	Isoflurophate	C6H14FO3P
G10611	UDP-N-acetyl-D-galactosamine	C17H27N3O17P2
C00203	UDP-N-acetyl-D-galactosamine	C17H27N3O17P2
C00204	2-Dehydro-3-deoxy-D-gluconate	C6H10O6
C00205	hn	NA
C00206	dADP	C10H15N5O9P2
D02311	Acetone	C3H6O
C00207	Acetone	C3H6O
D00044	Maltose	C12H22O11
G00275	Maltose	C12H22O11
C00208	Maltose	C12H22O11
C00209	Oxalate	C2H2O4
C00210	Cobamide	C53H81CoN11O15P
C00211	Collagen	C4H6N2O3R2(C7H9N2O2R)n
D00045	Adenosine	C10H13N5O4
C00212	Adenosine	C10H13N5O4
C00213	Sarcosine	C3H7NO2
C00214	Thymidine	C10H14N2O5
C00215	Nucleotide	NA
C00216	D-Arabinose	C5H10O5
C00217	D-Glutamate	C5H9NO4
C00218	Methylamine	CH5N
C00219	Arachidonate	C20H32O2
C00220	Methylene_blue	C16H18N3S
C00221	beta-D-Glucose	C6H12O6
C00222	3-Oxopropanoate	C3H4O3
C00223	p-Coumaroyl-CoA	C30H42N7O18P3S
C00224	Adenylyl_sulfate	C10H14N5O10PS
C00225	Methyl_viologen	C12H14N2
C00226	Primary_alcohol	CH3OR
C00227	Acetyl_phosphate	C2H5O5P
C00229	Acyl-carrier_protein	HSR
C00230	3,4-Dihydroxybenzoate	C7H6O4
C00231	D-Xylulose_5-phosphate	C5H11O8P
C00232	Succinate_semialdehyde	C4H6O3
C00233	4-Methyl-2-oxopentanoate	C6H10O3
C00234	10-Formyltetrahydrofolate	C20H23N7O7
C00235	Dimethylallyl_diphosphate	C5H12O7P2
C00236	3-Phospho-D-glyceroyl_phosphate	C3H8O10P2
D09706	CO	CO
C00237	CO	CO
D08403	Potassium_cation	K
C00238	Potassium_cation	K
C00239	dCMP	C9H14N3O7P
C00240	rRNA	C15H25O16P2R3
C00241	Amide	CH2NOR
C00242	Guanine	C5H5N5O
D00046	Lactose	C12H22O11
G10504	Lactose	C12H22O11
C00243	Lactose	C12H22O11
D02313	Nitrate	HNO3
C00244	Nitrate	HNO3
D00047	Taurine	C2H7NO3S
C00245	Taurine	C2H7NO3S
C00246	Butanoic_acid	C4H8O2
C00247	L-Sorbose	C6H12O6
D00048	Lipoamide	C8H15NOS2
C00248	Lipoamide	C8H15NOS2
D05341	Hexadecanoic_acid	C16H32O2
C00249	Hexadecanoic_acid	C16H32O2
C00250	Pyridoxal	C8H9NO3
C00251	Chorismate	C10H10O6
G01318	Isomaltose	C12H22O11
C00252	Isomaltose	C12H22O11
D00049	Nicotinate	C6H5NO2
C00253	Nicotinate	C6H5NO2
C00254	Prephenate	C10H10O6
D00050	Riboflavin	C17H20N4O6
C00255	Riboflavin	C17H20N4O6
C00256	(R)-Lactate	C3H6O3
C00257	D-Gluconic_acid	C6H12O7
C00258	D-Glycerate	C3H6O4
C00259	L-Arabinose	C5H10O5
D02314	Benzaldehyde	C7H6O
C00261	Benzaldehyde	C7H6O
C00262	Hypoxanthine	C5H4N4O
C00263	L-Homoserine	C4H9NO3
C00264	3-Oxoacyl-CoA	C24H37N7O18P3SR
C00265	Dithiothreitol	C4H10O2S2
C00266	Glycolaldehyde	C2H4O2
C00267	alpha-D-Glucose	C6H12O6
C00268	Dihydrobiopterin	C9H13N5O3
C00269	CDP-diacylglycerol	C14H19N3O15P2R2
C00270	N-Acetylneuraminate	C11H19NO9
C00272	Tetrahydrobiopterin	C9H15N5O3
C00273	5-Dehydro-D-fructose	C6H10O6
C00275	D-Mannose_6-phosphate	C6H13O9P
C00279	D-Erythrose_4-phosphate	C4H9O7P
D00051	Androstenedione	C19H26O2
C00280	Androstenedione	C19H26O2
C00282	Hydrogen	H2
C00283	Hydrogen_sulfide	H2S
D00052	EDTA	C10H16N2O8
C00284	EDTA	C10H16N2O8
C00286	dGTP	C10H16N5O13P3
C00288	HCO3-	HCO3
C00290	Fibrin	NA
C00291	Nickel	Ni
C00292	Aniline	C6H7N
D00054	Inosine	C10H12N4O5
C00294	Inosine	C10H12N4O5
D00055	Orotate	C5H4N2O4
C00295	Orotate	C5H4N2O4
C00296	Quinate	C7H12O6
C00297	Sulfide	SR2
D00056	Trypsin	NA
C00298	Trypsin	NA
C00299	Uridine	C9H12N2O6
C00300	Creatine	C4H9N3O2
C00301	ADP-ribose	C15H23N5O14P2
D04341	DL-Glutamate	C5H9NO4
C00302	DL-Glutamate	C5H9NO4
C00303	Glutamine	C5H10N2O3
C00304	Kanamycin	C18H33N3O10(R1)(R2)
C00305	Magnesium_cation	Mg
C00306	Bradykinin	C50H73N15O11
D00057	CDP-choline	C14H26N4O11P2
C00307	CDP-choline	C14H26N4O11P2
C00308	Canavanine	C5H12N4O3
C00309	D-Ribulose	C5H10O5
C00310	D-Xylulose	C5H10O5
C00311	Isocitrate	C6H8O7
C00312	L-Xylulose	C5H10O5
C00313	Oxalyl-CoA	C23H36N7O19P3S
D08454	Pyridoxine	C8H11NO3
C00314	Pyridoxine	C8H11NO3
C00315	Spermidine	C7H19N3
C00317	Amylopectin	C30H52O26
D02176	L-Carnitine	C7H15NO3
C00318	L-Carnitine	C7H15NO3
C00319	Sphingosine	C18H37NO2
C00320	Thiosulfate	HS2O3
C00322	2-Oxoadipate	C6H8O5
C00323	Caffeoyl-CoA	C30H42N7O19P3S
C00324	Ferricyanide	C6FeN6
G10615	GDP-L-fucose	C16H25N5O15P2
C00325	GDP-L-fucose	C16H25N5O15P2
C00326	Glycoprotein	NA
D07706	L-Citrulline	C6H13N3O3
C00327	L-Citrulline	C6H13N3O3
C00328	L-Kynurenine	C10H12N2O3
D04334	D-Glucosamine	C6H13NO5
C00329	D-Glucosamine	C6H13NO5
C00330	Deoxyguanosine	C10H13N5O4
C00331	Indolepyruvate	C11H9NO3
C00332	Acetoacetyl-CoA	C25H40N7O18P3S
C00333	D-Galacturonate	C6H10O7
D00058	4-Aminobutanoate	C4H9NO2
C00334	4-Aminobutanoate	C4H9NO2
C00337	(S)-Dihydroorotate	C5H6N2O4
C00338	Lipopolysaccharide	NA
C00339	Long-chain_alcohol	CH3OR
C00340	Reduced_rubredoxin	NA
C00341	Geranyl_diphosphate	C10H20O7P2
C00342	Thioredoxin	C10H14N4O4S2R4
C00343	Thioredoxin_disulfide	C10H12N4O4S2R4
C00344	Phosphatidylglycerol	C8H13O10PR2
C00345	6-Phospho-D-gluconate	C6H13O10P
C00346	Ethanolamine_phosphate	C2H8NO4P
C00347	Long-chain_carboxylate	C3H5O2R
C00348	all-trans-Undecaprenyl_phosphate	C55H91O4P
C00349	2-Methyl-3-oxopropanoate	C4H6O3
C00350	Phosphatidylethanolamine	C7H12NO8PR2
C00351	5'-Phosphooligonucleotide	C10H19O14P3R2(C5H8O5PR)n
C00352	D-Glucosamine_6-phosphate	C6H14NO8P
C00353	Geranylgeranyl_diphosphate	C20H36O7P2
C00354	D-Fructose_1,6-bisphosphate	C6H14O12P2
D00059	3,4-Dihydroxy-L-phenylalanine	C9H11NO4
C00355	3,4-Dihydroxy-L-phenylalanine	C9H11NO4
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	C27H44N7O20P3S
C00357	N-Acetyl-D-glucosamine_6-phosphate	C8H16NO9P
C00360	dAMP	C10H14N5O6P
C00361	dGDP	C10H15N5O10P2
C00362	dGMP	C10H14N5O7P
C00363	dTDP	C10H16N2O11P2
C00364	dTMP	C10H15N2O8P
C00365	dUMP	C9H13N2O8P
C00366	Urate	C5H4N4O3
C00367	Casein	NA
D00084	Starch	(C12H20O10)n
D06507	Starch	(C12H20O10)n
G10545	Starch	(C12H20O10)n
C00369	Starch	(C12H20O10)n
C00370	Sterol	C17H28O
C00371	Zeatin	C10H13N5O
D00060	Dextran	(C12H20O10)n
D06539	Dextran	(C12H20O10)n
D06540	Dextran	(C12H20O10)n
D06541	Dextran	(C12H20O10)n
G10502	Dextran	(C12H20O10)n
C00372	Dextran	(C12H20O10)n
C00373	Elastin	NA
D07510	Heparin	(C26H40N2O36S5)n
C00374	Heparin	(C26H40N2O36S5)n
C00375	Primary_amine	CH4NR
C00376	Retinal	C20H28O
C00377	Steroid	NA
C00378	Thiamine	C12H17N4OS
D00061	Xylitol	C5H12O5
C00379	Xylitol	C5H12O5
C00380	Cytosine	C4H5N3O
C00381	Dolichol	C20H36O(C5H8)n
C00383	Malonate	C3H4O4
D08260	Neomycin	C12H25N4O5R
C00384	Neomycin	C12H25N4O5R
C00385	Xanthine	C5H4N4O2
C00386	Carnosine	C9H14N4O3
C00387	Guanosine	C10H13N5O5
D08040	Histamine	C5H9N3
C00388	Histamine	C5H9N3
C00389	Quercetin	C15H10O7
C00390	Ubiquinol	C14H20O4(C5H8)n
C00391	Calmodulin	NA
D00062	Mannitol	C6H14O6
C00392	Mannitol	C6H14O6
C00393	Fibrinogen	NA
G11108	GDP-glucose	C16H25N5O16P2
C00394	GDP-glucose	C16H25N5O16P2
C00395	Penicillin	C9H11N2O4SR
C00396	Pyrimidine	C4H4N2
D00063	Tobramycin	C18H37N5O9
C00397	Tobramycin	C18H37N5O9
C00398	Tryptamine	C10H12N2
C00399	Ubiquinone	C14H18O4(C5H8)n
D00064	(-)-Menthol	C10H20O
C00400	(-)-Menthol	C10H20O
G11334	Chondroitin	(C14H21NO11)n
C00401	Chondroitin	(C14H21NO11)n
C00402	D-Aspartate	C4H7NO4
C00403	Polypeptide	C4H6N2O3R2(C2H2NOR)n
C00404	Polyphosphate	H4P2O7(HPO3)n
C00405	D-Amino_acid	C2H4NO2R
C00406	Feruloyl-CoA	C31H44N7O19P3S
D00065	L-Isoleucine	C6H13NO2
C00407	L-Isoleucine	C6H13NO2
C00408	L-Pipecolate	C6H11NO2
C00409	Methanethiol	CH4S
D00066	Progesterone	C21H30O2
C00410	Progesterone	C21H30O2
C00411	Sinapoyl-CoA	C32H46N7O20P3S
C00412	Stearoyl-CoA	C39H70N7O17P3S
D08531	Streptomycin	C21H39N7O12
C00413	Streptomycin	C21H39N7O12
C00414	Cyclohexanone	C6H10O
C00415	Dihydrofolate	C19H21N7O6
C00416	Phosphatidate	C5H7O8PR2
C00417	cis-Aconitate	C6H6O6
C00418	(R)-Mevalonate	C6H12O4
C00419	Polynucleotide	C10H17O10PR2(C5H8O6PR)n
C00420	Polysaccharide	C12H22O11(C6H10O5)n
C00422	Triacylglycerol	C6H5O6R3
C00423	trans-Cinnamate	C9H8O2
C00424	(S)-Lactaldehyde	C3H6O2
C00426	Dermatan_sulfate	(C14H18NO11R3)n
C00427	Prostaglandin_H2	C20H32O5
C00429	5,6-Dihydrouracil	C4H6N2O2
D07567	5-Aminolevulinate	C5H9NO3
C00430	5-Aminolevulinate	C5H9NO3
C00431	5-Aminopentanoate	C5H11NO2
C00433	2,5-Dioxopentanoate	C5H6O4
C00434	Double-stranded_DNA	C10H17O8PR2(C5H8O5PR)n
C00435	Oxidized_rubredoxin	NA
C00436	N-Carbamoylputrescine	C5H13N3O
C00437	N-Acetylornithine	C7H14N2O3
C00438	N-Carbamoyl-L-aspartate	C5H8N2O5
C00439	N-Formimino-L-glutamate	C6H10N2O4
C00440	5-Methyltetrahydrofolate	C20H25N7O6
C00441	L-Aspartate_4-semialdehyde	C4H7NO3
C00444	5'-Phosphooligoribonucleotide	C10H19O16P3R2(C5H8O6PR)n
C00445	5,10-Methenyltetrahydrofolate	C20H22N7O6
C00446	alpha-D-Galactose_1-phosphate	C6H13O9P
C00447	Sedoheptulose_1,7-bisphosphate	C7H16O13P2
C00448	trans,trans-Farnesyl_diphosphate	C15H28O7P2
C00449	N6-(L-1,3-Dicarboxypropyl)-L-lysine	C11H20N2O6
C00450	(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate	C6H9NO2
C00451	(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate	C6H8O7
C00454	NDP	C5H11O10P2R
C00455	Nicotinamide_D-ribonucleotide	C11H15N2O8P
C00458	dCTP	C9H16N3O13P3
C00459	dTTP	C10H17N2O14P3
C00460	dUTP	C9H15N2O14P3
G10483	Chitin	(C8H13NO5)n
C00461	Chitin	(C8H13NO5)n
C00462	Halide	HX
C00463	Indole	C8H7N
G10509	Mannan	NA
G10540	Mannan	NA
G10541	Mannan	NA
G10542	Mannan	NA
C00464	Mannan	NA
C00466	Acetoin	C4H8O2
D00067	Estrone	C18H22O2
C00468	Estrone	C18H22O2
D00068	Ethanol	C2H6O
D02798	Ethanol	C2H6O
D04855	Ethanol	C2H6O
D06542	Ethanol	C2H6O
C00469	Ethanol	C2H6O
G10506	Pectate	C12H18O13(C6H8O6)n-2
C00470	Pectate	C12H18O13(C6H8O6)n-2
C00472	p-Benzoquinone	C6H4O2
D06543	Retinol	C20H30O
C00473	Retinol	C20H30O
C00474	Ribitol	C5H12O5
D07769	Cytidine	C9H13N3O5
C00475	Cytidine	C9H13N3O5
C00476	D-Lyxose	C5H10O5
C00477	Ecdysone	C27H44O6
C00478	Lichenin	C6H10O5
C00479	Propanal	C3H6O
D05363	Pullulan	(C36H60O30)n
C00480	Pullulan	(C36H60O30)n
C00481	Pyrazole	C3H4N2
C00482	Sinapate	C11H12O5
C00483	Tyramine	C8H11NO
C00484	Arylamide	C7H6NOR
C00486	Bilirubin	C33H36N4O6
C00487	Carnitine	C7H16NO3
C00488	Formamide	CH3NO
C00489	Glutarate	C5H8O4
C00490	Itaconate	C5H6O4
D03636	L-Cystine	C6H12N2O4S2
C00491	L-Cystine	C6H12N2O4S2
G00249	Raffinose	C18H32O16
C00492	Raffinose	C18H32O16
C00493	Shikimate	C7H10O5
D02544	Sisomicin	C19H37N5O7
C00494	Sisomicin	C19H37N5O7
C00495	Sulochrin	C17H16O7
C00496	Ubiquitin	NA
C00497	(R)-Malate	C4H6O5
G11109	ADP-glucose	C16H25N5O15P2
C00498	ADP-glucose	C16H25N5O15P2
C00499	Allantoate	C4H8N4O4
C00500	Biliverdin	C33H34N4O6
C00501	CDP-glucose	C15H25N3O16P2
C00502	D-Xylonate	C5H10O6
D08915	Erythritol	C4H10O4
C00503	Erythritol	C4H10O4
D00070	Folate	C19H19N7O6
C00504	Folate	C19H19N7O6
C00505	Gentamicin	NA
C00506	L-Cysteate	C3H7NO5S
C00507	L-Rhamnose	C6H12O5
C00508	L-Ribulose	C5H10O5
C00509	Naringenin	C15H12O5
C00510	Oleoyl-CoA	C39H68N7O17P3S
C00511	Acrylic_acid	C3H4O2
C00512	S-Benzoate_coenzyme_A	C28H40N7O17P3S
C00513	CDP-glycerol	C12H21N3O13P2
C00514	D-Mannonate	C6H12O7
C00515	D-Ornithine	C5H12N2O2
D00071	Fibronectin	NA
C00516	Fibronectin	NA
C00517	Hexadecanal	C16H32O
D08043	Hyaluronate	(C14H21NO12)n
G10505	Hyaluronate	(C14H21NO12)n
C00518	Hyaluronate	(C14H21NO12)n
C00519	Hypotaurine	C2H7NO2S
C00521	(-)-Limonene	C10H16
C00522	(R)-Pantoate	C6H12O4
C00523	Androsterone	C19H30O2
D00072	Cytochrome_c	C42H44FeN8O8S2R4
C00524	Cytochrome_c	C42H44FeN8O8S2R4
C00525	D-Tryptophan	C11H12N2O2
C00526	Deoxyuridine	C9H12N2O5
C00527	Glutaryl-CoA	C26H42N7O19P3S
C00528	Glycopeptide	C36H64N8O17
D00073	Hydroquinone	C6H6O2
C00530	Hydroquinone	C6H6O2
C00531	Itaconyl-CoA	C26H40N7O19P3S
C00532	L-Arabitol	C5H12O5
D00074	Nitric_oxide	NO
C00533	Nitric_oxide	NO
C00534	Pyridoxamine	C8H12N2O2
D00075	Testosterone	C19H28O2
C00535	Testosterone	C19H28O2
C00536	Triphosphate	H5P3O10
C00538	2-Oxoaldehyde	C2HO2R
C00539	Aromatic_acid	C7H6O2
C00540	Cinnamoyl-CoA	C30H42N7O17P3S
C00541	Cob(II)alamin	C62H88CoN13O14P
C00542	Cystathionine	C7H14N2O4S
C00543	Dimethylamine	C2H7N
C00544	Homogentisate	C8H8O4
C00545	L-Arabinonate	C5H10O6
C00546	Methylglyoxal	C3H4O2
D00076	L-Noradrenaline	C8H11NO3
C00547	L-Noradrenaline	C8H11NO3
C00548	Phenyl_acetate	C8H8O2
C00549	RNA_(poly(U))	C18H23N4O14P(C9H11N2O8P)n
C00550	Sphingomyelin	C24H49N2O6PR
C00551	beta-D-Glucan	C12H22O11(C6H10O5)n
C00552	meso-Tartaric_acid	C4H6O6
C00553	(+)-Neomenthol	C10H20O
C00555	4-Aminobutyraldehyde	C4H9NO
D00077	Benzyl_alcohol	C7H8O
C00556	Benzyl_alcohol	C7H8O
C00557	Cyclopentanone	C5H8O
C00558	D-Tagaturonate	C6H10O7
C00559	Deoxyadenosine	C10H13N5O3
C00561	Mandelonitrile	C8H7NO
